RO11.No,RO12.No,RO21.No,RO22.No,RO31.No,RO32.No,RO41.No,RO42.No,RO11.Yes,RO12.Yes,RO21.Yes,RO22.Yes,RO31.Yes,RO32.Yes,RO41.Yes,RO42.Yes,variable
 2881.4226, 1384.8983, 4028.0744,12009.0956,11346.7666,  269.2528, 6360.7110, 4769.8314,13416.5492,12252.6782,15750.2250,10758.7780,11674.7834,  697.8918, 8089.0573, 9713.0174,Total.SURVEY_LU1_3U111
  0.000000,  0.000000,  0.000000,  0.000000,  5.236976,  0.000000,  0.000000,  0.000000,627.673442,495.401090,480.457293,342.624709,609.737424, 50.010609,805.121616,370.848373,Total.SURVEY_LU1_3U112
 95.757038,120.491627, 95.686550, 96.304696, 46.983087,  8.456258,109.441287, 82.721018, 43.862106, 26.249115, 84.105982, 53.996197, 20.436243,  7.862673, 55.970699,  0.000000,Total.SURVEY_LU1_3U113
 4101.435284, 4706.568322, 5175.861122, 3421.877210, 1315.556643,    4.116418, 2476.516347, 2827.225785, 9803.188538,12406.147766, 8502.705147, 2641.417834, 6395.760271,  260.485904, 7850.899354,11704.399681,Total.SURVEY_LU1_3U120
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  59.47642,  70.62892,  94.05587,1056.42739, 202.22801,  12.04556, 167.62694,  33.36047,Total.SURVEY_LU1_3U130
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.904207, 0.000000,25.837945,16.088479,15.145674,43.331675,38.146998, 4.157559,96.414609,21.722286,Total.SURVEY_LU1_3U140
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.585260,3.503292,0.000000,0.000000,0.000000,3.878834,0.000000,4.201799,Total.SURVEY_LU1_3U150
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.147811,14.755548, 7.807372, 8.038521,50.597241, 4.189903,78.280964, 4.028490,Total.SURVEY_LU1_3U210
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.381899,0.000000,5.286658,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U221
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.968412,0.000000,Total.SURVEY_LU1_3U222
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.788891, 0.000000, 0.000000,19.548427, 4.318519, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U223
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.217339, 0.000000,18.770391, 0.000000, 4.233641, 0.000000,Total.SURVEY_LU1_3U224
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.673999,Total.SURVEY_LU1_3U225
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.683237, 7.553947, 4.836060, 0.000000,10.009373, 0.000000, 4.233641, 0.000000,Total.SURVEY_LU1_3U226
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.386172,3.503292,8.189825,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U227
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.780969,16.788684,21.896676, 9.269424, 0.000000, 0.000000,16.379181, 9.906910,Total.SURVEY_LU1_3U311
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,458.8747,339.0400,492.9515,382.6930,478.7449,102.6623,257.2631,426.8361,Total.SURVEY_LU1_3U312
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 19.68193, 35.57874,111.63768,369.93585,218.50464, 15.80581,255.40787, 56.90717,Total.SURVEY_LU1_3U313
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.698976, 0.000000,14.995362, 4.010292, 4.266355, 4.337391, 0.000000,Total.SURVEY_LU1_3U314
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,15.715770, 5.523858,50.749573,14.697919,11.718735,20.638447, 4.337391,13.678580,Total.SURVEY_LU1_3U317
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.189353,24.285886, 8.103198,22.498504,11.428110, 0.000000, 3.585527, 3.676047,Total.SURVEY_LU1_3U318
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.266410, 0.000000,13.091266, 0.000000, 0.000000, 0.000000, 7.881625, 3.582295,Total.SURVEY_LU1_3U319
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.567474, 7.336704, 7.980064,34.659001,29.651590, 4.053581,11.232069, 4.255342,Total.SURVEY_LU1_3U321
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.030042,9.456316,Total.SURVEY_LU1_3U322
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,20.299683,13.809672,37.385357, 0.000000, 5.104147,21.439047,16.826172, 4.337000,Total.SURVEY_LU1_3U330
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.048674, 9.258317, 9.055087,13.126810,47.925054, 8.379807, 8.571031, 4.879125,Total.SURVEY_LU1_3U341
 0.000000, 3.857292, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.232858,99.489730,49.740880,56.150404,83.039186, 0.000000, 8.145189,36.595939, 4.122242,Total.SURVEY_LU1_3U350
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,27.36014,27.58156,20.14266,24.66433,10.25648,20.61663,24.25308,28.88268,Total.SURVEY_LU1_3U361
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.455074, 7.842790, 0.000000,16.358310, 9.275839, 8.068737, 7.922917, 7.746017,Total.SURVEY_LU1_3U362
  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,629.1866,590.6510,478.4652,558.2242,749.0469,156.9320,639.1335,460.2065,Total.SURVEY_LU1_3U370
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,45.738687,19.380520, 0.000000,20.346212,36.251396, 3.878834, 3.926293,25.771898,Total.SURVEY_LU1_3U411
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.189903,0.000000,0.000000,Total.SURVEY_LU1_3U412
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.920076,8.012685,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U413
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.979985, 4.419086, 0.000000,12.352966, 5.236976, 3.973364, 4.429664, 3.582295,Total.SURVEY_LU1_3U414
 3.505551, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,87.148622,24.038254,27.667308,97.044381,55.266992,12.993649,91.849049,83.149609,Total.SURVEY_LU1_3U415
   0.000000,   4.627307,   0.000000,   5.519323,   4.236936,   0.000000,   0.000000,  10.092397,1573.916629,1389.690736,1266.356528,3633.928215,1042.997097,  85.608132,1695.658080,1336.667933,Total.SURVEY_LU1_3U420
 7082.1205, 6216.5855, 9299.6220,15532.7968,12718.7802,  281.8255, 8956.5729, 7689.8706,25679.0366,26744.1586,26326.8069,18998.7637,20204.1992, 1162.4056,19065.5921,23345.8248,Total.settlement0
   0.000000,   3.857292,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   4.232858,1398.842975,1127.398646,1226.571102,1242.439476,1544.020536, 359.768906,1183.835016,1002.071815,Total.settlement1
 3045.3456, 1816.7543, 4541.5630,12458.1362,11459.7588,  281.8255, 6564.6424, 4930.2798,16764.7212,16757.6129,19804.6916,17645.0006,15544.9537, 1262.2525,12203.5363,12570.3921,Total.fao_class_name0
 4036.7748, 4399.2301, 4719.4093, 3056.0995, 1259.0215,    0.0000, 2391.9305, 2763.8236, 9497.7259,10615.7641, 7511.1507, 2282.0180, 5850.9873,  235.2671, 7503.7642,11398.3353,Total.fao_class_name1
  0.000000,  4.458404, 38.649686, 18.561170,  0.000000,  0.000000,  0.000000,  0.000000,354.247416,395.755451,142.777225,246.729469, 67.544148, 12.923907,273.420963,181.117292,Total.fao_class_name2
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,461.18498,102.42471, 94.75845, 67.45506,284.73459, 11.73103,268.70572,198.05189,Total.fao_class_name3
 7082.1205, 6216.5855, 9299.6220,15532.7968,12718.7802,  281.8255, 8956.5729, 7689.8706,26301.3393,27186.4827,26989.5646,19545.7903,20931.7155, 1320.0322,19532.9507,23842.0600,Total.lue0
  0.000000,  3.857292,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  4.232858,776.540258,685.074522,563.813319,695.412815,816.504299,202.142332,716.476476,505.836589,Total.lue1
 7082.1205, 6220.4428, 9299.6220,15532.7968,12718.7802,  281.8255, 8946.6687, 7694.1034,26454.6592,27377.2115,26769.3864,19316.2488,20867.2148, 1344.9616,19481.0155,23780.8360,Total.lud0
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  9.904207,  0.000000,623.220381,494.345700,783.991542,924.954373,881.004955,177.212951,768.411665,567.060558,Total.lud1
1565.809179,1804.589866, 280.954207, 419.934564, 744.622886,   5.548982, 230.521584,1612.839965,1527.107151,1725.169271, 284.008160, 407.226306, 701.461670,   5.657880, 229.726372,1615.863233,SE.Total.area
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,75.9644288,82.6731418,83.4525003,63.1294459,49.5711475, 0.9765841,58.7500964,53.3806178,SE.Total.SURVEY_LC1_1A
198.340591,115.255234,173.857987,214.769109,112.057479,  5.548982,199.963896,200.162365,152.367606,113.199021,182.998564,194.974582,117.951583,  5.795692,180.228766,168.811309,SE.Total.SURVEY_LC1_1B
1553.201080,1800.974132, 221.023036, 360.972874, 736.159636,   0.000000, 115.276420,1600.379701,1529.411750,1722.401041, 264.040403, 343.630847, 791.256760,   1.008939, 143.559114,1604.968038,SE.Total.SURVEY_LC1_1C
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 99.701557, 76.765492,109.967990, 39.226932, 47.205389,  2.912042, 56.692899, 64.892069,SE.Total.SURVEY_LC1_1D
  0.000000,  0.000000,  0.000000,  2.882372,  0.000000,  0.000000,  0.000000,  0.000000,278.336370,200.152424,235.783350,192.896943,595.919602,  3.919688,143.988682,153.119687,SE.Total.SURVEY_LC1_1E
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 73.261368, 19.734489, 65.750943,111.679810, 47.125551,  3.809378, 83.766396,148.910376,SE.Total.SURVEY_LC1_1F
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.387280, 0.000000,37.024918,10.744717, 0.000000,20.024550, 9.121654,SE.Total.SURVEY_LC1_1G
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,18.133663, 9.448645,21.012274,68.864282,20.671273, 0.000000,15.722094,74.912459,SE.Total.SURVEY_LC1_1H
1565.809179,1804.589866, 280.954207, 419.924672, 744.622886,   5.548982, 230.521584,1612.823880,1530.699318,1727.457569, 299.800250, 401.887934, 705.160906,   6.175628, 236.812665,1616.749619,SE.Total.SURVEY_LU1_1U1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.016321, 5.753954, 2.005427, 4.019109,16.480855, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LU1_1U2
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,95.2489091,73.5299437,81.7133133,54.7610021,73.6165547, 0.9762325,53.5064151,56.4837998,SE.Total.SURVEY_LU1_1U3
  0.000000,  0.000000,  0.000000,  2.882372,  0.000000,  0.000000,  0.000000,  8.261619,107.418863, 58.443016, 95.920748,173.517477, 51.959154,  3.228914, 78.825459, 98.360282,SE.Total.SURVEY_LU1_1U4
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,52.57912,60.94702,52.60338,54.85919,73.24160,19.69621,51.62882,38.76819,SE.Total.SURVEY_LC1_2A1
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,69.53013,94.44249,81.14909,65.79684,80.66821,19.86189,48.89548,56.61708,SE.Total.SURVEY_LC1_2A2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.940159, 9.996168, 3.152336, 1.534955, 4.867209, 0.000000, 0.000000, 2.217703,SE.Total.SURVEY_LC1_2A3
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,130.096361,106.599301,158.484357,147.068442, 84.321593,  5.143382,138.165071,150.757548,SE.Total.SURVEY_LC1_2B1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,15.447567,36.845618,33.133963,11.066277, 5.306632, 0.000000, 0.000000, 1.975575,SE.Total.SURVEY_LC1_2B2
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 84.18759, 49.63728,125.09866,100.84209, 58.45135,  4.19821,101.03510, 78.19099,SE.Total.SURVEY_LC1_2B3
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,20.3113513,16.2332246,18.4733585,20.0669455, 9.5891953, 0.8747101,23.5034201, 0.0000000,SE.Total.SURVEY_LC1_2B4
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,53.360517,62.498612,83.992742,52.049655,25.076500, 1.721818,78.551749,46.892424,SE.Total.SURVEY_LC1_2B5
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,54.56217,10.21344,36.00757,15.32525,64.02428, 0.00000,60.60166,34.15856,SE.Total.SURVEY_LC1_2B7
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,20.723994, 7.492698,10.880207,85.203094,31.386808, 0.000000,10.825547, 6.937084,SE.Total.SURVEY_LC1_2B8
198.340591,115.255234,173.857987,214.769109,112.057479,  5.548982,199.963896,200.162365,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,SE.Total.SURVEY_LC1_2Bx
   0.000000,   0.000000,  12.699240,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,1566.683989,1893.176621, 195.837058, 338.485234, 791.256760,   1.008939, 146.489062,1605.001979,SE.Total.SURVEY_LC1_2C1
1276.52845,1187.62373, 136.90272, 155.57580,   0.00000,   0.00000,  24.63938,  13.93215, 979.80614,1422.62108, 228.16902,  11.06137,   0.00000,   0.00000,  47.93376,   0.00000,SE.Total.SURVEY_LC1_2C2
1174.55598,1523.65984, 199.53161, 363.66503, 736.15964,   0.00000, 113.87378,1600.34053,   0.00000,1585.12618, 155.46606, 102.27553,   0.00000,   0.00000,  42.07401,  15.74597,SE.Total.SURVEY_LC1_2C3
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,54.392796,71.053110,92.490341,27.894327,32.865996, 2.221178,45.876804,31.918446,SE.Total.SURVEY_LC1_2D1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,87.277377,30.094868,59.747499,28.130983,33.885928, 2.227034,34.390880,56.738840,SE.Total.SURVEY_LC1_2D2
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,207.538433,108.566318,154.441381,127.958393,587.535884,  2.168334, 61.758053, 71.777620,SE.Total.SURVEY_LC1_2E1
  0.0000000,  0.0000000,  0.0000000,  0.0000000,  0.0000000,  0.0000000,  0.0000000,  0.0000000,257.7187920,192.3732069,219.0268036,153.6619582,128.5883038,  0.8982292,106.2348409,144.9264121,SE.Total.SURVEY_LC1_2E2
 0.000000, 0.000000, 0.000000, 2.882372, 0.000000, 0.000000, 0.000000, 0.000000,74.411213,59.859515,84.457737,62.300289,63.716492, 3.737730,96.911065,61.158794,SE.Total.SURVEY_LC1_2E3
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.322949, 0.000000,30.276090, 0.000000, 2.321348, 0.000000,10.363052, 0.000000,SE.Total.SURVEY_LC1_2F1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.086951,0.000000,8.578465,0.000000,SE.Total.SURVEY_LC1_2F2
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.654232,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_2F3
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 72.894461, 19.734489, 58.365614,111.679810, 46.722473,  3.809378, 82.679702,148.910376,SE.Total.SURVEY_LC1_2F4
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.858732, 0.000000,23.984763, 3.114964, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2G1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.557524, 0.000000,34.928045,10.505175, 0.000000,20.024550, 9.121654,SE.Total.SURVEY_LC1_2G2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,18.133663, 9.448645,21.012274,68.864282,20.671273, 0.000000,15.722094,74.912459,SE.Total.SURVEY_LC1_2H1
198.340591,115.255234,173.857987,214.769109,112.057479,  5.548982,199.963896,200.162365,280.097482,183.042394,244.098104,223.649098,604.720635,  6.111810,206.901641,214.702026,SE.Total.SURVEY_LU1_2U11
1553.201080,1800.974132, 221.023036, 360.972874, 736.159636,   0.000000, 115.164118,1600.361814,1529.455802,1722.697464, 264.220780, 339.455975, 791.193915,   1.008939, 143.589706,1605.038506,SE.Total.SURVEY_LU1_2U12
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.858732, 0.000000,17.479147, 2.090269, 0.000000,15.982707, 0.000000,SE.Total.SURVEY_LU1_2U13
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 7.8284187, 0.0000000, 0.0000000, 0.0000000,12.6992403,10.7305321,13.1887159, 0.8751025, 8.5322024, 0.0000000,SE.Total.SURVEY_LU1_2U14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LU1_2U15
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.427038,0.000000,0.000000,0.000000,8.181244,0.000000,0.000000,0.000000,SE.Total.SURVEY_LU1_2U21
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.640084, 5.753954, 2.005427, 4.019109,14.306846, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LU1_2U22
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,69.37271,81.33209,78.47104,63.46969,70.49867,22.15626,32.55158,52.00324,SE.Total.SURVEY_LU1_2U31
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.488203,2.321348,0.000000,0.000000,2.217703,SE.Total.SURVEY_LU1_2U32
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.350197,14.746404, 0.000000, 2.375962,15.068636, 0.000000, 0.000000,SE.Total.SURVEY_LU1_2U33
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.507578, 1.657157, 1.978344, 2.364265,42.071419, 0.000000, 0.000000, 1.626375,SE.Total.SURVEY_LU1_2U34
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,48.855312,17.299921,45.596073,36.216762, 0.000000, 0.000000, 1.722033, 0.000000,SE.Total.SURVEY_LU1_2U35
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.258758,0.000000,1.322165,8.204307,0.000000,9.076785,0.000000,SE.Total.SURVEY_LU1_2U36
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,75.38404,45.32485,66.04856,49.77636,87.41578,22.88838,43.18317,40.41052,SE.Total.SURVEY_LU1_2U37
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,35.432551, 7.197873, 1.492838,56.153850,18.208236, 2.221178,35.848839,20.312621,SE.Total.SURVEY_LU1_2U41
  0.000000,  0.000000,  0.000000,  2.882372,  0.000000,  0.000000,  0.000000,  8.261619,101.429664, 58.086243, 95.909130,164.229152, 49.181767,  2.877786, 70.464140, 96.454772,SE.Total.SURVEY_LU1_2U42
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,52.57912,60.94702,52.59189,54.66479,65.05549,15.04323,49.80659,38.76819,SE.Total.SURVEY_LC1_3A11
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.612020, 0.000000, 7.804013,15.043227, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3A12
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.614321,45.731817, 0.000000,13.595526, 0.000000,SE.Total.SURVEY_LC1_3A13
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.882196,47.008597,56.373694,49.001306,72.202573,22.905101,38.736033,26.222421,SE.Total.SURVEY_LC1_3A21
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,69.22225,88.51021,74.17801,51.89394,69.36180,19.87698,29.83769,52.13031,SE.Total.SURVEY_LC1_3A22
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,32.940159, 9.996168, 3.152336, 1.534955, 4.867209, 0.000000, 0.000000, 2.217703,SE.Total.SURVEY_LC1_3A30
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,69.510180,53.515655,94.694358,99.728834,50.573907, 2.785992,96.971069,78.188609,SE.Total.SURVEY_LC1_3B11
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,21.889863,13.269141,25.371825,27.435457,10.253394, 1.731838, 0.000000,42.367946,SE.Total.SURVEY_LC1_3B12
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,18.046236,32.342378,35.938475,40.041576,24.965430, 1.504908,29.789385,43.332364,SE.Total.SURVEY_LC1_3B13
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,13.274375,24.969719,18.808942, 1.790688, 5.764963, 0.000000,34.416364,24.746035,SE.Total.SURVEY_LC1_3B14
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,35.2491581, 0.0000000,27.7005330, 0.0000000,17.8809026, 0.8747101,24.8881114,12.7136620,SE.Total.SURVEY_LC1_3B15
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,111.975332, 93.041061,136.347281,106.052669, 66.923062,  4.101741, 95.877561,119.255180,SE.Total.SURVEY_LC1_3B16
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,18.0462356,17.2129925, 0.0000000, 0.0000000, 2.3831795, 0.8747101, 1.3984918,24.9020016,SE.Total.SURVEY_LC1_3B18
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,10.961048,11.066277, 2.172877, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B19
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,15.447567,36.845618,15.907571, 0.000000, 3.265112, 0.000000, 0.000000, 1.975575,SE.Total.SURVEY_LC1_3B21
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,29.117796, 0.000000, 2.437793, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B22
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.066277, 3.403594, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B23
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 65.275805, 37.134288,113.182685, 90.210497, 47.603413,  2.930783, 94.359253, 50.416284,SE.Total.SURVEY_LC1_3B31
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,36.876013,16.026613,50.847102,46.144914,34.883150, 3.316863,38.854044,49.372760,SE.Total.SURVEY_LC1_3B32
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,41.019010,30.041196,33.499333,11.066277, 6.280377, 0.000000, 0.000000,37.097990,SE.Total.SURVEY_LC1_3B33
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.521136,0.000000,2.172877,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3B35
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.568218,0.000000,SE.Total.SURVEY_LC1_3B37
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,23.50342, 0.00000,SE.Total.SURVEY_LC1_3B41
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.581714, 0.000000,11.203721, 2.375962, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B42
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,20.3113513,16.0266134,18.4733585,16.6602452, 8.3951488, 0.8747101, 0.0000000, 0.0000000,SE.Total.SURVEY_LC1_3B43
